Quantity,Name,Sets,Conditions,Languages,Finishes,Paused,Tags,Offer,Limit
8,Needle Drop,Lorwyn,NM,EN,N,,,1000,0.1456362988278164
8,Nettlevine Blight,Lorwyn,NM,EN,N,,,1000,0.02960318941036389
8,Nova Chaser,Lorwyn,NM,EN,N,,,1000,1.9140696379183288
8,Oblivion Ring,Lorwyn,NM,EN,N,,,1000,0.01
8,Oona's Prowler,Lorwyn,NM,EN,N,,,1000,0.32076927503006963
8,Peppersmoke,Lorwyn,NM,EN,N,,,1000,0.01
8,Pestermite,Lorwyn,NM,EN,N,,,1000,0.012898432007264529
8,Pollen Lullaby,Lorwyn,NM,EN,N,,,1000,0.01
8,Primal Command,Lorwyn,NM,EN,N,,,1000,0.0708346380837473
8,Profane Command,Lorwyn,NM,EN,N,,,1000,0.04108438597863043
8,Prowess of the Fair,Lorwyn,NM,EN,N,,,1000,0.01186377766427641
8,Purity,Lorwyn,NM,EN,N,,,1000,0.07063744248795638
8,Rings of Brighthearth,Lorwyn,NM,EN,N,,,1000,8.036923076923078
8,Runed Stalactite,Lorwyn,NM,EN,N,,,1000,0.01
8,Scion of Oona,Lorwyn,NM,EN,N,,,1000,5.579362281705555
8,Secluded Glen,Lorwyn,NM,EN,N,,,1000,1.60314639647448
8,Seedguide Ash,Lorwyn,NM,EN,N,,,1000,0.038468123751767384
8,Sentry Oak,Lorwyn,NM,EN,N,,,1000,0.01
8,Shapesharer,Lorwyn,NM,EN,N,,,1000,2.9495769230769238
8,Shelldock Isle,Lorwyn,NM,EN,N,,,1000,3.459653846153847
8,Shields of Velis Vel,Lorwyn,NM,EN,N,,,1000,0.01
8,Shriekmaw,Lorwyn,NM,EN,N,,,1000,0.017600439932743607
8,Silvergill Adept,Lorwyn,NM,EN,N,,,1000,0.014024102903011482
8,Silvergill Douser,Lorwyn,NM,EN,N,,,1000,0.01
8,Skeletal Changeling,Lorwyn,NM,EN,N,,,1000,0.01
8,Smokebraider,Lorwyn,NM,EN,N,,,1000,0.01
8,Soulbright Flamekin,Lorwyn,NM,EN,N,,,1000,0.01
8,Sower of Temptation,Lorwyn,NM,EN,N,,,1000,0.8572875601597428
8,Spellstutter Sprite,Lorwyn,NM,EN,N,,,1000,0.2814306547205422
8,Spinerock Knoll,Lorwyn,NM,EN,N,,,1000,0.0152621810784504
8,Springleaf Drum,Lorwyn,NM,EN,N,,,1000,0.05327942560766775
8,Squeaking Pie Sneak,Lorwyn,NM,EN,N,,,1000,0.01
8,Summon the School,Lorwyn,NM,EN,N,,,1000,0.01
8,Sunrise Sovereign,Lorwyn,NM,EN,N,,,1000,0.024674534193990974
8,Surgespanner,Lorwyn,NM,EN,N,,,1000,0.8572875601597428
8,"Sygg, River Guide",Lorwyn,NM,EN,N,,,1000,0.0152621810784504
8,Sylvan Echoes,Lorwyn,NM,EN,N,,,1000,0.01
8,Treefolk Harbinger,Lorwyn,NM,EN,N,,,1000,0.1652919790285018
8,Triclopean Sight,Lorwyn,NM,EN,N,,,1000,0.01
8,Turtleshell Changeling,Lorwyn,NM,EN,N,,,1000,0.012402769469629349
8,Twinning Glass,Lorwyn,NM,EN,N,,,1000,0.01
8,Vivid Crag,Lorwyn,NM,EN,N,,,1000,0.05636679884345502
8,Vivid Creek,Lorwyn,NM,EN,N,,,1000,0.01924665956812875
8,Vivid Grove,Lorwyn,NM,EN,N,,,1000,0.013985157154673192
8,Vivid Marsh,Lorwyn,NM,EN,N,,,1000,0.038468123751767384
8,Vivid Meadow,Lorwyn,NM,EN,N,,,1000,0.038468123751767384
8,Wanderer's Twig,Lorwyn,NM,EN,N,,,1000,0.01
8,Wanderwine Hub,Lorwyn,NM,EN,N,,,1000,0.48018789629498215
8,Wanderwine Prophets,Lorwyn,NM,EN,N,,,1000,0.6580107212606855
8,Wild Ricochet,Lorwyn,NM,EN,N,,,1000,0.03007205256626031
8,Windbrisk Heights,Lorwyn,NM,EN,N,,,1000,0.11553216604898504
8,Wispmare,Lorwyn,NM,EN,N,,,1000,0.01
8,Wizened Cenn,Lorwyn,NM,EN,N,,,1000,0.01
8,Woodland Changeling,Lorwyn,NM,EN,N,,,1000,0.01186377766427641
8,"Wort, Boggart Auntie",Lorwyn,NM,EN,N,,,1000,1.09932668622105
8,Wren's Run Packmaster,Lorwyn,NM,EN,N,,,1000,0.06914211770141043
8,Wren's Run Vanquisher,Lorwyn,NM,EN,N,,,1000,0.01
8,"Wydwen, the Biting Gale",Lorwyn,NM,EN,N,,,1000,0.02151165530464861
8,Riverglide Pathway // Lavaglide Pathway,Zendikar Rising,NM,EN,N,,,1000,0.743772163839309
8,Roiling Regrowth,Zendikar Rising,NM,EN,N,,,1000,0.010479721286281201
8,Roiling Vortex,Zendikar Rising,NM,EN,N,,,1000,0.01882526230715488
8,Roiling Vortex,Zendikar Rising - Extended Art,NM,EN,N,,,1000,0.060529995707701914
8,Ruin Crab,Zendikar Rising - Showcase,NM,EN,N,,,1000,0.05636679884345502
8,Ruin Crab,Zendikar Rising,NM,EN,N,,,1000,0.05636679884345502
8,Scourge of the Skyclaves,Zendikar Rising,NM,EN,N,,,1000,4.506653846153847
8,Ajani Goldmane,Magic 2010,NM,EN,N,,,1000,1.4334375396489578
8,Ant Queen,Magic 2010,NM,EN,N,,,1000,0.023469839463603082
8,Ball Lightning,Magic 2010,NM,EN,N,,,1000,0.23034096318240557
8,Baneslayer Angel,Magic 2010,NM,EN,N,,,1000,0.6580107212606855
8,Birds of Paradise,Magic 2010,NM,EN,N,,,1000,3.801942307692308
8,Bogardan Hellkite,Magic 2010,NM,EN,N,,,1000,0.06035742850791997
8,Capricious Efreet,Magic 2010,NM,EN,N,,,1000,0.013899857176231918
8,Cemetery Reaper,Magic 2010,NM,EN,N,,,1000,0.6580107212606855
8,Chandra Nalaar,Magic 2010,NM,EN,N,,,1000,0.23034096318240557
8,Coat of Arms,Magic 2010,NM,EN,N,,,1000,4.808673076923077
8,Darksteel Colossus,Magic 2010,NM,EN,N,,,1000,4.1375192307692314
8,Diabolic Tutor,Magic 2010,NM,EN,N,,,1000,0.04108438597863043
8,Dragonskull Summit,Magic 2010,NM,EN,N,,,1000,0.6580107212606855
8,Drowned Catacomb,Magic 2010,NM,EN,N,,,1000,2.916019230769231
8,Earthquake,Magic 2010,NM,EN,N,,,1000,0.023469839463603082
8,Elvish Piper,Magic 2010,NM,EN,N,,,1000,1.0993266862210496
8,Fabricate,Magic 2010,NM,EN,N,,,1000,1.608041421007092
8,Garruk Wildspeaker,Magic 2010,NM,EN,N,,,1000,3.038673700916473
8,Glacial Fortress,Magic 2010,NM,EN,N,,,1000,1.785821791009062
8,Goblin Chieftain,Magic 2010,NM,EN,N,,,1000,0.6580107212606855
8,Gorgon Flail,Magic 2010,NM,EN,N,,,1000,0.04108438597863043
8,Guardian Seraph,Magic 2010,NM,EN,N,,,1000,0.04108438597863043
8,Honor of the Pure,Magic 2010,NM,EN,N,,,1000,0.0829636458675047
8,Howling Mine,Magic 2010,NM,EN,N,,,1000,1.2633767857901468
8,Hypnotic Specter,Magic 2010,NM,EN,N,,,1000,0.23034096318240557
8,Indestructibility,Magic 2010,NM,EN,N,,,1000,0.09252544820152676
8,Jace Beleren,Magic 2010,NM,EN,N,,,1000,0.6580107212606855
8,Kalonian Behemoth,Magic 2010,NM,EN,N,,,1000,0.023469839463603082
8,Mesa Enchantress,Magic 2010,NM,EN,N,,,1000,0.023469839463603082
8,Mind Spring,Magic 2010,NM,EN,N,,,1000,0.04108438597863043
8,Mirror of Fate,Magic 2010,NM,EN,N,,,1000,0.032074218767952085
8,Open the Vaults,Magic 2010,NM,EN,N,,,1000,0.09252544820152676
8,Pithing Needle,Magic 2010,NM,EN,N,,,1000,0.6580107212606855
8,Platinum Angel,Magic 2010,NM,EN,N,,,1000,4.640884615384616
8,Ponder,Magic 2010,NM,EN,N,,,1000,0.23034096318240557
8,Protean Hydra,Magic 2010,NM,EN,N,,,1000,0.9427927160684931
8,Rampant Growth,Magic 2010,NM,EN,N,,,1000,0.0152621810784504
8,Relentless Rats,Magic 2010,NM,EN,N,,,1000,0.38866596163489764
8,Righteousness,Magic 2010,NM,EN,N,,,1000,0.01
8,Rootbound Crag,Magic 2010,NM,EN,N,,,1000,0.7952406580658415
8,Royal Assassin,Magic 2010,NM,EN,N,,,1000,0.04108438597863043
8,Sanguine Bond,Magic 2010,NM,EN,N,,,1000,0.41875079170116014
8,Siege-Gang Commander,Magic 2010,NM,EN,N,,,1000,0.04108438597863043
8,Silence,Magic 2010,NM,EN,N,,,1000,3.3925384615384617
8,Spellbook,Magic 2010,NM,EN,N,,,1000,0.15533955103762154
8,Sphinx Ambassador,Magic 2010,NM,EN,N,,,1000,3.3321346153846156
8,Sunpetal Grove,Magic 2010,NM,EN,N,,,1000,0.9427927160684931
8,Telepathy,Magic 2010,NM,EN,N,,,1000,0.01
8,Beast Within,Conspiracy: Take the Crown,NM,EN,N,,,1000,0.23034096318240557
8,Berserk,Conspiracy: Take the Crown,NM,EN,N,,,1000,13.211519230769227
8,Birds of Paradise,Conspiracy: Take the Crown,NM,EN,N,,,1000,4.1375192307692314
8,Burgeoning,Conspiracy: Take the Crown,NM,EN,N,,,1000,12.184653846153843
8,Twincast,Magic 2010,NM,EN,N,,,1000,4.144230769230769
8,Underworld Dreams,Magic 2010,NM,EN,N,,,1000,0.19219111675111367
8,Scourge of the Skyclaves,Zendikar Rising - Extended Art,NM,EN,N,,,1000,6.31876923076923
8,Scute Swarm,Zendikar Rising,NM,EN,N,,,1000,0.8572875601597428
8,Scute Swarm,Zendikar Rising - Showcase,NM,EN,N,,,1000,0.4562345249424698
8,"Sea Gate Restoration // Sea Gate, Reborn",Zendikar Rising,NM,EN,N,,,1000,3.4730769230769236
8,Sea Gate Stormcaller,Zendikar Rising - Extended Art,NM,EN,N,,,1000,0.6019234067173974
8,Sea Gate Stormcaller,Zendikar Rising,NM,EN,N,,,1000,0.2916882464451085
8,Shatterskull Charger,Zendikar Rising - Extended Art,NM,EN,N,,,1000,0.0152621810784504
8,"Shatterskull Smashing // Shatterskull, the Hammer Pass",Zendikar Rising,NM,EN,N,,,1000,3.459653846153847
8,Skyclave Apparition,Zendikar Rising - Extended Art,NM,EN,N,,,1000,4.80196153846154
8,Skyclave Apparition,Zendikar Rising,NM,EN,N,,,1000,5.050662872690302
8,Censor,Amonkhet,NM,EN,N,,,1000,0.01
8,Aether Adept,Magic 2011,NM,EN,N,,,1000,0.01
8,Angelic Arbiter,Magic 2011,NM,EN,N,,,1000,0.09252544820152676
8,Augury Owl,Magic 2011,NM,EN,N,,,1000,0.01
8,Baneslayer Angel,Magic 2011,NM,EN,N,,,1000,0.6580107212606855
8,Birds of Paradise,Magic 2011,NM,EN,N,,,1000,4.1375192307692314
8,Black Knight,Magic 2011,NM,EN,N,,,1000,0.01
8,Captivating Vampire,Magic 2011,NM,EN,N,,,1000,0.7952406580658415
8,Chandra Nalaar,Magic 2011,NM,EN,N,,,1000,0.23034096318240557
8,Cultivate,Magic 2011,NM,EN,N,,,1000,0.04108438597863043
8,Dark Tutelage,Magic 2011,NM,EN,N,,,1000,0.032074218767952085
8,Day of Judgment,Magic 2011,NM,EN,N,,,1000,0.31807260223803807
8,Demon of Death's Gate,Magic 2011,NM,EN,N,,,1000,3.1307884615384625
8,Destructive Force,Magic 2011,NM,EN,N,,,1000,0.032074218767952085
8,Diabolic Tutor,Magic 2011,NM,EN,N,,,1000,0.04108438597863043
8,Bloodspore Thrinax,Double Masters,NM,EN,N,,,1000,0.028288141066937594
8,"Keiga, the Tide Star",Champions of Kamigawa,NM,EN,N,,,1000,0.38277530074116767
8,Dragonskull Summit,Magic 2011,NM,EN,N,,,1000,0.6580107212606855
8,Drowned Catacomb,Magic 2011,NM,EN,N,,,1000,2.9898461538461545
8,Elvish Archdruid,Magic 2011,NM,EN,N,,,1000,0.23034096318240557
8,Fauna Shaman,Magic 2011,NM,EN,N,,,1000,5.996615384615384
8,Fire Servant,Magic 2011,NM,EN,N,,,1000,0.0152621810784504
8,Gaea's Revenge,Magic 2011,NM,EN,N,,,1000,0.06035742850791997
8,Garruk Wildspeaker,Magic 2011,NM,EN,N,,,1000,3.038673700916473
8,Goblin Chieftain,Magic 2011,NM,EN,N,,,1000,0.6580107212606855
8,Grave Titan,Magic 2011,NM,EN,N,,,1000,4.1375192307692314
8,Hoarding Dragon,Magic 2011,NM,EN,N,,,1000,0.023469839463603082
8,Honor of the Pure,Magic 2011,NM,EN,N,,,1000,0.016832956724917993
8,Inferno Titan,Magic 2011,NM,EN,N,,,1000,0.09252544820152676
8,Jace Beleren,Magic 2011,NM,EN,N,,,1000,0.6580107212606855
8,Jinxed Idol,Magic 2011,NM,EN,N,,,1000,0.04777359194622105
8,Knight Exemplar,Magic 2011,NM,EN,N,,,1000,4.916057692307693
8,Leyline of Anticipation,Magic 2011,NM,EN,N,,,1000,3.459653846153847
8,Leyline of Vitality,Magic 2011,NM,EN,N,,,1000,0.07063744248795638
8,Leyline of the Void,Magic 2011,NM,EN,N,,,1000,3.7212641363507473
8,Lightning Bolt,Magic 2011,NM,EN,N,,,1000,0.41875079170116014
8,Liliana Vess,Magic 2011,NM,EN,N,,,1000,4.60234491875307
8,Liliana's Caress,Magic 2011,NM,EN,N,,,1000,0.9427927160684931
8,Mass Polymorph,Magic 2011,NM,EN,N,,,1000,0.023469839463603082
8,Merfolk Sovereign,Magic 2011,NM,EN,N,,,1000,0.04108438597863043
8,Mitotic Slime,Magic 2011,NM,EN,N,,,1000,0.032074218767952085
8,Mystifying Maze,Magic 2011,NM,EN,N,,,1000,0.04108438597863043
8,Necrotic Plague,Magic 2011,NM,EN,N,,,1000,0.032074218767952085
8,Overwhelming Stampede,Magic 2011,NM,EN,N,,,1000,0.09252544820152676
8,Platinum Angel,Magic 2011,NM,EN,N,,,1000,4.80196153846154
8,Reassembling Skeleton,Magic 2011,NM,EN,N,,,1000,0.01
8,Relentless Rats,Magic 2011,NM,EN,N,,,1000,0.38866596163489764
8,Reverberate,Magic 2011,NM,EN,N,,,1000,0.10184486128101873
8,Steel Overseer,Magic 2011,NM,EN,N,,,1000,0.41875079170116014
8,Terramorphic Expanse,Magic 2011,NM,EN,N,,,1000,0.01
8,Time Reversal,Magic 2011,NM,EN,N,,,1000,0.15533955103762154
8,Traumatize,Magic 2011,NM,EN,N,,,1000,1.105485388907202
8,Triskelion,Magic 2011,NM,EN,N,,,1000,0.023469839463603082
8,Skyclave Geopede,Zendikar Rising,NM,EN,N,,,1000,0.01
8,Angelic Destiny,Magic 2012,NM,EN,N,,,1000,0.7952406580658415
8,Birds of Paradise,Magic 2012,NM,EN,N,,,1000,3.5469038461538465
8,Bloodlord of Vaasgoth,Magic 2012,NM,EN,N,,,1000,0.06035742850791997
8,Call to the Grave,Magic 2012,NM,EN,N,,,1000,0.04108438597863043
8,Cemetery Reaper,Magic 2012,NM,EN,N,,,1000,0.6580107212606855
8,"Chandra, the Firebrand",Magic 2012,NM,EN,N,,,1000,0.23034096318240557
8,Manamorphose,Double Masters,NM,EN,N,,,1000,0.35679006459725665
8,Day of Judgment,Magic 2012,NM,EN,N,,,1000,0.2888568347418903
8,Dragonskull Summit,Magic 2012,NM,EN,N,,,1000,0.6580107212606855
8,Drowned Catacomb,Magic 2012,NM,EN,N,,,1000,1.608041421007092
8,Druidic Satchel,Magic 2012,NM,EN,N,,,1000,0.023469839463603082
8,Dungrove Elder,Magic 2012,NM,EN,N,,,1000,0.0829636458675047
8,Flameblast Dragon,Magic 2012,NM,EN,N,,,1000,0.023469839463603082
8,Frost Titan,Magic 2012,NM,EN,N,,,1000,0.06035742850791997
8,Furyborn Hellkite,Magic 2012,NM,EN,N,,,1000,0.23034096318240557
8,"Garruk, Primal Hunter",Magic 2012,NM,EN,N,,,1000,0.5322324640065009
8,Gideon Jura,Magic 2012,NM,EN,N,,,1000,0.09252544820152676
8,Gideon's Avenger,Magic 2012,NM,EN,N,,,1000,0.04108438597863043
8,Goblin Chieftain,Magic 2012,NM,EN,N,,,1000,0.6580107212606855
8,Goblin Grenade,Magic 2012,NM,EN,N,,,1000,0.023469839463603082
8,Grand Abolisher,Magic 2012,NM,EN,N,,,1000,12.513519230769228
8,Grave Titan,Magic 2012,NM,EN,N,,,1000,5.466403846153846
8,Grim Lavamancer,Magic 2012,NM,EN,N,,,1000,0.04108438597863043
8,Honor of the Pure,Magic 2012,NM,EN,N,,,1000,0.15533955103762154
8,Inferno Titan,Magic 2012,NM,EN,N,,,1000,0.09252544820152676
8,Jace's Archivist,Magic 2012,NM,EN,N,,,1000,0.23034096318240557
8,"Jace, Memory Adept",Magic 2012,NM,EN,N,,,1000,3.5776330630713455
8,Manabarbs,Magic 2012,NM,EN,N,,,1000,0.023469839463603082
8,Manalith,Magic 2012,NM,EN,N,,,1000,0.01
8,Mesa Enchantress,Magic 2012,NM,EN,N,,,1000,0.023469839463603082
8,Mind Unbound,Magic 2012,NM,EN,N,,,1000,0.02143174129257955
8,Monomania,Magic 2012,NM,EN,N,,,1000,0.020421501033991686
8,Phantasmal Image,Magic 2012,NM,EN,N,,,1000,8.580557692307691
8,Ponder,Magic 2012,NM,EN,N,,,1000,0.23034096318240557
8,Primeval Titan,Magic 2012,NM,EN,N,,,1000,4.600615384615385
8,Primordial Hydra,Magic 2012,NM,EN,N,,,1000,9.687961538461538
8,Quicksilver Amulet,Magic 2012,NM,EN,N,,,1000,3.325423076923078
8,Rampant Growth,Magic 2012,NM,EN,N,,,1000,0.0152621810784504
8,Reassembling Skeleton,Magic 2012,NM,EN,N,,,1000,0.01186377766427641
8,Reverberate,Magic 2012,NM,EN,N,,,1000,0.10184486128101873
8,Royal Assassin,Magic 2012,NM,EN,N,,,1000,0.04108438597863043
8,Rune-Scarred Demon,Magic 2012,NM,EN,N,,,1000,0.9427927160684931
8,Sorin Markov,Magic 2012,NM,EN,N,,,1000,4.305307692307693
8,Sorin's Vengeance,Magic 2012,NM,EN,N,,,1000,0.04108438597863043
8,Canal Courier,Conspiracy: Take the Crown,NM,EN,N,,,1000,0.01
8,Sun Titan,Magic 2012,NM,EN,N,,,1000,0.23034096318240557
8,Skyclave Relic,Zendikar Rising,NM,EN,N,,,1000,0.32076927503006963
8,Skyclave Relic,Zendikar Rising - Extended Art,NM,EN,N,,,1000,0.4065907478498148
8,Skyclave Shade,Zendikar Rising,NM,EN,N,,,1000,0.024674534193990974
8,Soul Shatter,Zendikar Rising,NM,EN,N,,,1000,0.0295251593951116
8,Soul Shatter,Zendikar Rising - Extended Art,NM,EN,N,,,1000,0.03743105146779635
8,Swarm Shambler,Zendikar Rising,NM,EN,N,,,1000,0.01
8,Palladium Myr,Mystery Booster,NM,EN,N,,,1000,0.01
8,Kodama of the North Tree,Champions of Kamigawa,NM,EN,N,,,1000,0.03883237021943068
8,Arbor Elf,Magic 2013,NM,EN,N,,,1000,0.023469839463603082
8,Boundless Realms,Magic 2013,NM,EN,N,,,1000,0.23034096318240557
8,Cathedral of War,Magic 2013,NM,EN,N,,,1000,0.09252544820152676
8,"Chandra, the Firebrand",Magic 2013,NM,EN,N,,,1000,0.31807260223803807
8,Deadly Recluse,Magic 2013,NM,EN,N,,,1000,0.01
8,Diabolic Revelation,Magic 2013,NM,EN,N,,,1000,0.15533955103762154
8,Door to Nothingness,Magic 2013,NM,EN,N,,,1000,0.04108438597863043
8,Dragonskull Summit,Magic 2013,NM,EN,N,,,1000,0.6580107212606855
8,Drowned Catacomb,Magic 2013,NM,EN,N,,,1000,1.608041421007092
8,Elderscale Wurm,Magic 2013,NM,EN,N,,,1000,0.31807260223803807
8,Elvish Archdruid,Magic 2013,NM,EN,N,,,1000,0.23034096318240557
8,Faith's Reward,Magic 2013,NM,EN,N,,,1000,0.09252544820152676
8,Fervor,Magic 2013,NM,EN,N,,,1000,0.23034096318240557
8,Fungal Sprouting,Magic 2013,NM,EN,N,,,1000,0.01
8,"Garruk, Primal Hunter",Magic 2013,NM,EN,N,,,1000,0.5322324640065009
8,Gem of Becoming,Magic 2013,NM,EN,N,,,1000,0.01
8,Gilded Lotus,Magic 2013,NM,EN,N,,,1000,1.3599141802903265
8,Glacial Fortress,Magic 2013,NM,EN,N,,,1000,1.785821791009062
8,Healer of the Pride,Magic 2013,NM,EN,N,,,1000,0.01
8,Intrepid Hero,Magic 2013,NM,EN,N,,,1000,0.032074218767952085
8,"Jace, Memory Adept",Magic 2013,NM,EN,N,,,1000,3.5776330630713455
8,"Krenko, Mob Boss",Magic 2013,NM,EN,N,,,1000,0.6580107212606855
8,Liliana of the Dark Realms,Magic 2013,NM,EN,N,,,1000,10.902749999999997
8,Master of the Pearl Trident,Magic 2013,NM,EN,N,,,1000,0.41875079170116014
8,Mutilate,Magic 2013,NM,EN,N,,,1000,0.09252544820152676
8,Mwonvuli Beast Tracker,Magic 2013,NM,EN,N,,,1000,0.01
8,"Nefarox, Overlord of Grixis",Magic 2013,NM,EN,N,,,1000,0.023469839463603082
8,"Nicol Bolas, Planeswalker",Magic 2013,NM,EN,N,,,1000,0.9427927160684931
8,Omniscience,Magic 2013,NM,EN,N,,,1000,7.459730769230768
8,Primordial Hydra,Magic 2013,NM,EN,N,,,1000,11.899946298198051
8,Prized Elephant,Magic 2013,NM,EN,N,,,1000,0.01
8,Redirect,Magic 2013,NM,EN,N,,,1000,0.023469839463603082
8,Reverberate,Magic 2013,NM,EN,N,,,1000,0.10184486128101873
8,Rewind,Magic 2013,NM,EN,N,,,1000,0.01
8,Rhox Faithmender,Magic 2013,NM,EN,N,,,1000,1.0993266862210496
8,Ring of Thune,Magic 2013,NM,EN,N,,,1000,0.01
8,Ring of Xathrid,Magic 2013,NM,EN,N,,,1000,0.01
8,Sands of Delirium,Magic 2013,NM,EN,N,,,1000,0.04108438597863043
8,Serra Avatar,Magic 2013,NM,EN,N,,,1000,0.06035742850791997
8,Serra Avenger,Magic 2013,NM,EN,N,,,1000,0.15533955103762154
8,Silklash Spider,Magic 2013,NM,EN,N,,,1000,0.023469839463603082
8,Staff of Nin,Magic 2013,NM,EN,N,,,1000,0.09252544820152676
8,Stormtide Leviathan,Magic 2013,NM,EN,N,,,1000,0.023469839463603082
8,Stuffy Doll,Magic 2013,NM,EN,N,,,1000,1.608041421007092
8,Sublime Archangel,Magic 2013,NM,EN,N,,,1000,0.23034096318240557
8,Sunpetal Grove,Magic 2013,NM,EN,N,,,1000,0.9427927160684931
8,"Talrand, Sky Summoner",Magic 2013,NM,EN,N,,,1000,0.023469839463603082
8,Thundermaw Hellkite,Magic 2013,NM,EN,N,,,1000,0.7952406580658415
8,Swarm Shambler,Zendikar Rising - Extended Art,NM,EN,N,,,1000,0.024674534193990974
8,"Taborax, Hope's Demise",Zendikar Rising,NM,EN,N,,,1000,0.0152621810784504
8,Awaken the Ancient,Magic 2014,NM,EN,N,,,1000,0.023469839463603082
8,Battle Sliver,Magic 2014,NM,EN,N,,,1000,0.023469839463603082
8,Blessing,Magic 2014,NM,EN,N,,,1000,0.012088138260059991
8,Blur Sliver,Magic 2014,NM,EN,N,,,1000,0.01
8,Bonescythe Sliver,Magic 2014,NM,EN,N,,,1000,0.9427927160684931
8,Clone,Magic 2014,NM,EN,N,,,1000,0.023469839463603082
8,Dark Prophecy,Magic 2014,NM,EN,N,,,1000,0.15533955103762154
8,Darksteel Forge,Magic 2014,NM,EN,N,,,1000,5.479826923076923
8,Deadly Recluse,Magic 2014,NM,EN,N,,,1000,0.01
8,Devout Invocation,Magic 2014,NM,EN,N,,,1000,0.09252544820152676
8,Diabolic Tutor,Magic 2014,NM,EN,N,,,1000,0.04108438597863043
8,Door of Destinies,Magic 2014,NM,EN,N,,,1000,6.889647351172284
8,Dragon Egg,Magic 2014,NM,EN,N,,,1000,0.01
8,Elixir of Immortality,Magic 2014,NM,EN,N,,,1000,0.04108438597863043
8,Encroaching Wastes,Magic 2014,NM,EN,N,,,1000,0.01
8,Fiendslayer Paladin,Magic 2014,NM,EN,N,,,1000,0.23034096318240557
8,Galerider Sliver,Magic 2014,NM,EN,N,,,1000,2.9898461538461545
8,"Garruk, Caller of Beasts",Magic 2014,NM,EN,N,,,1000,1.608041421007092
8,Giant Growth,Magic 2014,NM,EN,N,,,1000,0.01
8,Desertion,Conspiracy: Take the Crown,NM,EN,N,,,1000,0.41875079170116014
8,Diabolic Tutor,Conspiracy: Take the Crown,NM,EN,N,,,1000,0.04108438597863043
8,Steel Squirrel,Unstable,NM,EN,N,,,1000,0.01
8,Hive Stirrings,Magic 2014,NM,EN,N,,,1000,0.01
8,Indestructibility,Magic 2014,NM,EN,N,,,1000,0.09252544820152676
8,"Jace, Memory Adept",Magic 2014,NM,EN,N,,,1000,3.5776330630713455
8,Kalonian Hydra,Magic 2014,NM,EN,N,,,1000,9.269367449067847
8,Liliana of the Dark Realms,Magic 2014,NM,EN,N,,,1000,10.795365384615383
8,Liliana's Reaver,Magic 2014,NM,EN,N,,,1000,0.03554160799890834
8,Manaweft Sliver,Magic 2014,NM,EN,N,,,1000,0.15533955103762154
8,Megantic Sliver,Magic 2014,NM,EN,N,,,1000,0.06035742850791997
8,Nightmare,Magic 2014,NM,EN,N,,,1000,0.023469839463603082
8,Primeval Bounty,Magic 2014,NM,EN,N,,,1000,1.608041421007092
8,Ring of Three Wishes,Magic 2014,NM,EN,N,,,1000,0.511968561971056
8,Exotic Orchard,Conspiracy: Take the Crown,NM,EN,N,,,1000,0.06035742850791997
8,"Grenzo, Havoc Raiser",Conspiracy: Take the Crown,NM,EN,N,,,1000,7.540269230769231
8,Guardian of the Gateless,Conspiracy: Take the Crown,NM,EN,N,,,1000,0.01
8,Kami of the Crescent Moon,Conspiracy: Take the Crown,NM,EN,N,,,1000,0.09252544820152676
8,"Kaya, Ghost Assassin",Conspiracy: Take the Crown,NM,EN,N,,,1000,3.5776330630713455
8,"Kaya, Ghost Assassin",Conspiracy: Take the Crown,NM,EN,N,,,1000,6.749289868667917
8,Shimatsu the Bloodcloaked,Champions of Kamigawa,NM,EN,N,,,1000,0.024674534193990974
8,Sanguine Bond,Magic 2014,NM,EN,N,,,1000,0.41875079170116014
8,Scourge of Valkas,Magic 2014,NM,EN,N,,,1000,0.20332037143739318
8,Seraph of the Sword,Magic 2014,NM,EN,N,,,1000,0.023469839463603082
8,Shadowborn Apostle,Magic 2014,NM,EN,N,,,1000,1.6585680995226135
8,Shadowborn Demon,Magic 2014,NM,EN,N,,,1000,0.15533955103762154
8,Silence,Magic 2014,NM,EN,N,,,1000,0.4292639600656023
8,Steelform Sliver,Magic 2014,NM,EN,N,,,1000,0.01
8,Syphon Sliver,Magic 2014,NM,EN,N,,,1000,1.1825082337406554
8,Tenacious Dead,Magic 2014,NM,EN,N,,,1000,0.01
8,Thorncaster Sliver,Magic 2014,NM,EN,N,,,1000,0.15533955103762154
8,Traumatize,Magic 2014,NM,EN,N,,,1000,1.1688013243566422
8,Trollhide,Magic 2014,NM,EN,N,,,1000,0.01
8,Verdant Haven,Magic 2014,NM,EN,N,,,1000,0.01
8,"Tazri, Beacon of Unity",Zendikar Rising - Extended Art,NM,EN,N,,,1000,0.04108438597863043
8,"Tazri, Beacon of Unity",Zendikar Rising,NM,EN,N,,,1000,0.01
8,Platinum Angel,Conspiracy: Take the Crown,NM,EN,N,,,1000,4.983173076923077
8,Queen Marchesa,Conspiracy: Take the Crown,NM,EN,N,,,1000,3.383917265635056
8,Act on Impulse,Magic 2015,NM,EN,N,,,1000,0.01
8,Aetherspouts,Magic 2015,NM,EN,N,,,1000,0.09252544820152676
8,Ajani Steadfast,Magic 2015,NM,EN,N,,,1000,5.095061735359667
8,Teferi's Realm,Visions,NM,EN,N,,,1000,0.8572875601597428
